date,Open,High,Low,Close,Volume
2025-05-22,1723.07,1730.88,1716.27,1723.28,371361
2025-05-23,1722.94,1734.55,1712.58,1722.74,416137
2025-05-26,1723.45,1731.55,1717.31,1722.37,359190
2025-05-27,1722.65,1740.27,1706.77,1723.3,327094
2025-05-28,1723.4,1738.32,1715.82,1726.32,194483
2025-05-29,1728.12,1736.32,1720.34,1726.49,120037
2025-05-30,1727.67,1746.02,1711.98,1730.26,350304
2025-06-02,1730.44,1734.89,1725.92,1729.17,351655
2025-06-03,1729.85,1731.14,1729.01,1730.24,219586
2025-06-04,1728.5,1750.46,1713.93,1735.03,304031
2025-06-05,1733.96,1750.79,1724.97,1738.91,150375
2025-06-06,1738.39,1757.42,1732.05,1747.92,324698
2025-06-09,1747.14,1761.32,1733.49,1746.8,132613
2025-06-10,1745.85,1759.43,1737.84,1749.62,202649
2025-06-11,1752.63,1762.24,1733.32,1739.05,178058
2025-06-12,1740.59,1749.74,1723.18,1729.86,405078
2025-06-13,1732.61,1741.51,1721.61,1729.58,341003
2025-06-16,1732.43,1755.88,1721.88,1745.15,331062
2025-06-17,1743.46,1752.34,1731.74,1737.8,147195
2025-06-18,1738.4,1746.36,1723.39,1728.93,370104
2025-06-19,1729.89,1744.89,1718.17,1732.08,316394
2025-06-20,1732.56,1750.69,1719.74,1736.13,255885
2025-06-23,1733.29,1753.36,1724.21,1743.11,351982
2025-06-24,1744.43,1757.61,1729.09,1740.63,414145
2025-06-25,1741.89,1753.5,1721.91,1733.33,397423
2025-06-26,1734.58,1748.99,1719.92,1733.62,319139
2025-06-27,1735.25,1739.92,1719.06,1722.94,188870
2025-06-30,1722.64,1733.06,1714.1,1720.69,152114
2025-07-01,1718.99,1731.9,1692.53,1705.13,413886
2025-07-02,1703.29,1713.33,1696.89,1705.41,362444
2025-07-03,1706.13,1720.67,1689.7,1698.96,329691
2025-07-04,1699.82,1715.62,1689.61,1699.41,110598
2025-07-07,1699.49,1706.65,1687.99,1693.15,134074
2025-07-08,1694.32,1710.39,1686.07,1698.62,374814
2025-07-09,1699.38,1710.41,1684.81,1693.33,282963
2025-07-10,1692.01,1709.9,1662.39,1676.26,302333
2025-07-11,1676.62,1682.1,1660.92,1665.74,320920
2025-07-14,1665.93,1678.9,1658.47,1670.03,280406
2025-07-15,1668.97,1690.21,1661.52,1681.79,208037
2025-07-16,1685.31,1695.04,1665.0,1674.13,153694
2025-07-17,1675.0,1694.46,1666.61,1685.68,179479
2025-07-18,1687.14,1697.64,1679.96,1687.14,327872
2025-07-21,1686.66,1713.21,1676.71,1697.91,87288
2025-07-22,1696.91,1707.89,1683.85,1694.37,338083
2025-07-23,1691.85,1711.35,1681.98,1697.1,310390
2025-07-24,1695.6,1718.94,1679.57,1700.02,96289
2025-07-25,1699.73,1715.0,1679.65,1692.49,122639
2025-07-28,1690.71,1703.73,1680.63,1689.85,317186
2025-07-29,1689.49,1704.47,1682.2,1694.36,124479
2025-07-30,1693.04,1706.53,1684.98,1696.45,347167
2025-07-31,1695.98,1717.69,1684.61,1703.34,366940
2025-08-01,1702.57,1723.92,1695.41,1716.3,361588
2025-08-04,1715.34,1727.45,1705.3,1712.56,268081
2025-08-05,1713.02,1719.93,1694.4,1699.97,131206
2025-08-06,1698.28,1714.24,1681.82,1695.32,325288
2025-08-07,1696.87,1709.39,1687.92,1698.98,389440
2025-08-08,1697.9,1712.6,1689.77,1702.63,235588
2025-08-11,1704.11,1711.94,1698.4,1705.2,145404
2025-08-12,1704.14,1708.78,1695.07,1699.14,269394
2025-08-13,1698.88,1704.2,1684.79,1689.92,138422
2025-08-14,1688.47,1703.78,1680.16,1693.57,340420
2025-08-15,1694.99,1701.91,1688.49,1695.16,379010
2025-08-18,1693.3,1697.31,1685.45,1687.91,189785
2025-08-19,1689.0,1695.8,1677.25,1681.95,358900
2025-08-20,1680.84,1688.09,1677.88,1684.26,332743
2025-08-21,1685.32,1687.45,1682.83,1684.9,193296
2025-08-22,1685.4,1689.51,1680.48,1684.37,92681
2025-08-25,1682.33,1690.12,1666.76,1674.31,380900
2025-08-26,1674.35,1684.09,1667.17,1675.38,303247
2025-08-27,1681.21,1691.07,1669.88,1677.28,323717
2025-08-28,1674.91,1691.05,1666.6,1681.4,292043
2025-08-29,1681.69,1691.53,1674.09,1681.94,105878
2025-09-01,1681.98,1695.11,1677.61,1688.73,272430
2025-09-02,1690.78,1699.05,1685.28,1691.97,377783
2025-09-03,1689.51,1699.87,1678.03,1687.09,362337
2025-09-04,1686.74,1696.75,1682.82,1690.25,155306
2025-09-05,1693.51,1704.88,1681.15,1691.2,192529
2025-09-08,1693.09,1704.28,1685.46,1692.82,96112
2025-09-09,1691.15,1715.32,1682.67,1703.46,260655
2025-09-10,1705.89,1718.81,1695.27,1707.08,179677
2025-09-11,1708.77,1726.57,1697.65,1713.89,325527
2025-09-12,1715.54,1725.45,1708.01,1717.9,364748
2025-09-15,1716.25,1731.31,1712.91,1727.16,177445
2025-09-16,1725.83,1742.9,1703.07,1716.4,283447
2025-09-17,1717.87,1723.68,1707.02,1711.94,413476
2025-09-18,1712.1,1724.51,1700.17,1711.27,376918
2025-09-19,1711.69,1721.55,1699.93,1709.67,354711
2025-09-22,1707.76,1724.17,1696.37,1708.92,91746
2025-09-23,1712.62,1725.19,1698.38,1706.1,252539
2025-09-24,1704.36,1711.96,1699.87,1706.32,315234
2025-09-25,1707.25,1719.42,1697.47,1707.4,383903
2025-09-26,1711.46,1721.37,1705.26,1712.59,418476
2025-09-29,1711.06,1726.18,1703.66,1715.39,406378
2025-09-30,1715.51,1729.48,1698.4,1708.87,305239
2025-10-01,1709.46,1722.54,1698.55,1707.49,378471
2025-10-02,1706.64,1713.25,1703.16,1708.51,385183
2025-10-03,1708.09,1717.2,1699.17,1708.13,289888
2025-10-06,1706.03,1715.4,1701.74,1709.17,151196
2025-10-07,1707.24,1721.52,1700.01,1711.91,154125
2025-10-08,1710.83,1723.38,1696.88,1709.24,391248
2025-10-09,1706.57,1732.01,1695.04,1716.05,115439
2025-10-10,1714.14,1724.88,1707.05,1716.52,279298
2025-10-13,1716.85,1722.32,1702.67,1707.25,318226
2025-10-14,1707.37,1716.53,1699.53,1706.69,83236
2025-10-15,1704.59,1717.58,1684.9,1695.2,127352
2025-10-16,1696.71,1703.25,1687.29,1692.73,174413
2025-10-17,1695.22,1702.18,1689.87,1694.45,134414
2025-10-20,1694.04,1706.79,1681.34,1689.65,257815
2025-10-21,1689.54,1695.89,1681.06,1685.1,411263
2025-10-22,1683.83,1707.12,1674.72,1697.52,113986
2025-10-23,1699.21,1710.46,1693.27,1702.64,226624
2025-10-24,1704.48,1716.82,1686.73,1697.3,384733
2025-10-27,1698.5,1704.43,1685.41,1689.76,226479
2025-10-28,1691.88,1707.76,1663.41,1676.48,85526
2025-10-29,1673.49,1685.74,1669.14,1678.56,184381
2025-10-30,1677.62,1700.73,1668.79,1689.53,384033
2025-10-31,1685.78,1691.55,1671.19,1676.84,260707
2025-11-03,1676.73,1689.79,1661.69,1673.93,377858
2025-11-04,1676.4,1681.84,1667.72,1672.69,160962
2025-11-05,1673.96,1685.52,1654.76,1663.32,121031
2025-11-06,1661.06,1681.61,1651.44,1669.29,281238
2025-11-07,1667.66,1680.31,1657.37,1669.44,126717
2025-11-10,1669.99,1683.35,1662.97,1673.09,301088
2025-11-11,1672.78,1686.86,1663.69,1674.94,370684
2025-11-12,1674.63,1681.67,1661.01,1665.75,219655
2025-11-13,1664.18,1679.66,1649.88,1662.96,198123
2025-11-14,1663.24,1679.18,1651.65,1664.38,91382
2025-11-17,1664.62,1676.16,1658.77,1669.24,322582
2025-11-18,1669.96,1682.14,1654.2,1666.05,86396
2025-11-19,1664.9,1677.1,1650.5,1659.55,248490
2025-11-20,1658.74,1670.36,1646.1,1655.75,174538
2025-11-21,1653.52,1667.52,1638.96,1652.93,359604
2025-11-24,1654.49,1670.43,1644.58,1658.02,356859
2025-11-25,1659.5,1678.06,1654.73,1672.35,153568
2025-11-26,1674.53,1684.83,1667.45,1674.45,392170
2025-11-27,1676.22,1691.85,1666.03,1680.58,172003
2025-11-28,1679.19,1701.5,1667.89,1689.08,381955
2025-12-01,1690.94,1698.66,1665.43,1672.23,398217
2025-12-02,1670.33,1686.21,1653.57,1667.81,96821
2025-12-03,1667.63,1687.43,1663.57,1681.35,382537
2025-12-04,1683.14,1692.33,1641.19,1646.81,135025
2025-12-05,1648.86,1650.02,1613.66,1614.39,296419
2025-12-08,1613.28,1642.75,1608.55,1635.25,149181
2025-12-09,1637.61,1645.11,1589.35,1593.76,243516
2025-12-10,1594.2,1600.36,1538.93,1544.65,139604
2025-12-11,1545.76,1555.33,1518.46,1527.08,177853
2025-12-12,1527.0,1565.18,1518.14,1553.54,136599
2025-12-15,1551.73,1563.63,1547.3,1558.72,88939
2025-12-16,1560.29,1569.97,1541.98,1550.16,277198
2025-12-17,1549.89,1561.98,1522.35,1532.04,292157
2025-12-18,1530.75,1569.22,1523.93,1558.24,340595
2025-12-19,1558.16,1567.82,1531.34,1540.45,96506
2025-12-22,1542.26,1551.4,1536.14,1542.79,400075
2025-12-23,1542.95,1554.46,1536.49,1545.29,200154
2025-12-24,1545.74,1557.87,1528.62,1536.42,172944
2025-12-25,1537.1,1555.07,1529.38,1546.3,282143
2025-12-26,1548.56,1558.47,1519.18,1526.52,323911
2025-12-29,1527.62,1571.92,1522.5,1565.06,360352
2025-12-30,1567.69,1584.55,1559.9,1573.82,222467
2025-12-31,1571.31,1577.42,1512.34,1517.1,205396
2026-01-01,1519.23,1527.65,1514.54,1521.67,320548
2026-01-02,1521.36,1587.68,1519.23,1584.57,146474
2026-01-05,1583.35,1596.28,1526.38,1533.91,363868
2026-01-06,1536.74,1545.45,1509.36,1515.12,141719
2026-01-07,1517.91,1543.1,1510.87,1532.49,244103
2026-01-08,1531.56,1542.41,1509.02,1517.4,99790
2026-01-09,1515.8,1529.0,1417.9,1429.37,207407
2026-01-12,1431.49,1441.53,1378.96,1385.47,362912
2026-01-13,1386.25,1394.43,1350.86,1356.11,406457
2026-01-14,1355.99,1375.42,1348.88,1367.27,207998
2026-01-15,1364.39,1369.27,1353.85,1357.7,277803
2026-01-16,1361.06,1377.61,1351.03,1366.42,257362
2026-01-19,1365.01,1386.87,1360.74,1379.82,392354
2026-01-20,1379.42,1411.45,1372.38,1402.83,192877
2026-01-21,1404.63,1420.33,1396.15,1409.39,92935
2026-01-22,1407.66,1411.18,1395.28,1397.55,292181
2026-01-23,1398.6,1423.9,1393.02,1416.34,291957
2026-01-26,1416.01,1419.05,1403.31,1405.14,80391
2026-01-27,1404.33,1421.96,1396.03,1412.08,99262
2026-01-28,1411.28,1418.97,1357.65,1363.95,241648
2026-01-29,1361.95,1382.95,1359.07,1378.1,240840
2026-01-30,1379.03,1389.29,1347.82,1356.18,115627
2026-02-02,1356.84,1366.8,1350.51,1359.01,260918
2026-02-03,1358.98,1370.32,1336.57,1346.92,102797
2026-02-04,1344.56,1357.91,1339.06,1351.97,389108
2026-02-05,1350.69,1362.54,1347.49,1357.59,297522
2026-02-06,1359.12,1369.33,1347.2,1356.34,408552
2026-02-09,1353.93,1357.23,1344.09,1347.25,217729
2026-02-10,1346.17,1357.1,1338.01,1348.58,375244
2026-02-11,1349.87,1358.89,1343.5,1349.02,409279
2026-02-12,1350.02,1359.4,1342.85,1348.52,396715
2026-02-13,1347.71,1348.95,1343.71,1344.8,403059
2026-02-16,1345.2,1355.52,1343.34,1352.46,221596
2026-02-17,1351.15,1358.88,1343.12,1348.29,245454
2026-02-18,1348.32,1358.57,1341.5,1349.3,90339
2026-02-19,1349.38,1357.07,1341.29,1346.51,325763
2026-02-20,1347.97,1351.48,1342.61,1345.91,413285
2026-02-23,1347.45,1355.38,1343.46,1351.26,239324
2026-02-24,1352.36,1357.31,1331.49,1334.69,412795
2026-02-25,1334.1,1339.0,1328.57,1333.16,340613
2026-02-26,1331.97,1348.96,1325.14,1340.58,353813
2026-02-27,1340.24,1351.28,1331.59,1339.08,274449
2026-03-02,1340.32,1352.71,1333.43,1344.25,280890
2026-03-03,1346.27,1355.09,1338.88,1346.3,176812
2026-03-04,1345.58,1359.57,1339.58,1350.24,400655
2026-03-05,1349.47,1366.68,1343.74,1357.99,176750
2026-03-06,1360.39,1363.89,1359.24,1362.53,401090
2026-03-09,1364.7,1379.26,1358.27,1370.27,98448
2026-03-10,1371.45,1374.78,1364.34,1367.38,256350
2026-03-11,1369.28,1376.75,1365.32,1371.2,313739
2026-03-12,1375.35,1385.3,1358.81,1367.68,201949
2026-03-13,1367.27,1373.56,1358.57,1362.45,186745
2026-03-16,1364.88,1379.75,1358.74,1373.29,105738
2026-03-17,1372.88,1377.45,1367.3,1370.41,152396
2026-03-18,1372.36,1381.52,1363.43,1369.29,85673
2026-03-19,1371.03,1380.26,1360.44,1368.7,337977
2026-03-20,1367.53,1370.25,1363.61,1365.46,258461
2026-03-23,1365.6,1374.74,1356.55,1362.53,147467
2026-03-24,1362.51,1370.06,1352.58,1359.95,91979
2026-03-25,1358.54,1365.78,1343.52,1350.15,250905
2026-03-26,1351.85,1361.24,1345.28,1354.55,168509
2026-03-27,1355.65,1365.07,1346.18,1355.16,313572
2026-03-30,1357.61,1373.12,1350.53,1363.4,276108
2026-03-31,1361.89,1372.95,1357.97,1367.39,301236
2026-04-01,1366.47,1378.63,1348.45,1360.46,273365
2026-04-02,1360.18,1373.34,1355.82,1367.07,355756
2026-04-03,1369.12,1378.94,1356.06,1363.93,198969
2026-04-06,1365.29,1374.22,1357.41,1363.79,211660
2026-04-07,1365.32,1374.36,1360.06,1367.61,212415
2026-04-08,1367.59,1399.1,1360.63,1390.98,254628
2026-04-09,1392.73,1401.49,1371.91,1379.38,171872
2026-04-10,1381.86,1402.64,1373.78,1391.87,242388
2026-04-13,1392.66,1399.22,1380.92,1386.1,410433
2026-04-14,1387.19,1393.1,1372.21,1378.07,142783
2026-04-15,1376.64,1383.07,1367.65,1372.31,226914
2026-04-16,1371.62,1383.75,1357.57,1365.81,168575
2026-04-17,1365.36,1376.36,1354.52,1365.09,294608
2026-04-20,1364.91,1375.7,1357.53,1364.96,289677
2026-04-21,1367.16,1374.42,1354.99,1360.88,184528
2026-04-22,1360.32,1383.28,1352.79,1374.27,263335
2026-04-23,1374.7,1386.28,1360.34,1368.97,242511
2026-04-24,1369.49,1378.17,1356.43,1363.57,221000
2026-04-27,1365.51,1370.56,1361.11,1365.7,275521
2026-04-28,1363.22,1372.44,1352.63,1360.95,231687
2026-04-29,1360.62,1391.83,1356.52,1386.31,330943
2026-04-30,1385.05,1395.52,1372.49,1382.76,90209
2026-05-01,1382.83,1396.54,1371.05,1380.5,245902
2026-05-04,1380.29,1394.76,1374.25,1388.52,325809
2026-05-05,1389.44,1400.83,1378.39,1388.54,214849
2026-05-06,1388.61,1409.02,1386.31,1405.82,392088
2026-05-07,1406.0,1414.0,1377.09,1384.32,130176
2026-05-08,1385.09,1392.56,1369.77,1375.93,190381
2026-05-11,1372.8,1386.95,1365.96,1377.99,134307
2026-05-12,1377.84,1386.5,1371.76,1380.01,333974
2026-05-13,1380.95,1398.41,1372.86,1388.85,206241
2026-05-14,1387.49,1396.77,1367.82,1376.81,235420
2026-05-15,1378.62,1409.99,1368.1,1398.45,119359
2026-05-18,1398.78,1418.59,1393.88,1410.78,126391
2026-05-19,1412.58,1432.56,1408.54,1428.48,375451
2026-05-20,1427.66,1446.16,1422.61,1437.74,312824
2026-05-21,1438.27,1450.23,1422.13,1433.59,240939
2026-05-22,1432.64,1454.82,1426.29,1445.89,249525
2026-05-25,1445.82,1448.69,1442.99,1444.82,342146
2026-05-26,1445.18,1454.75,1429.62,1436.74,150942
2026-05-27,1436.24,1466.74,1432.88,1461.84,85313
2026-05-28,1462.49,1476.75,1454.34,1466.37,366655
2026-05-29,1466.61,1478.79,1461.78,1471.17,304272
2026-06-01,1468.04,1480.79,1456.53,1467.66,159023
2026-06-02,1469.09,1481.08,1463.82,1472.7,366065
2026-06-03,1471.82,1493.07,1465.15,1484.58,413374
2026-06-04,1486.4,1496.19,1473.18,1482.06,90788
2026-06-05,1477.52,1503.08,1469.33,1493.64,345204
2026-06-08,1491.96,1507.41,1485.32,1497.26,194325
2026-06-09,1498.57,1512.63,1481.18,1494.66,189940
2026-06-10,1495.83,1506.19,1482.3,1489.84,329451
2026-06-11,1491.34,1496.78,1484.13,1488.9,147572
2026-06-12,1487.24,1500.45,1469.13,1480.33,110347
2026-06-15,1479.55,1490.92,1463.03,1471.13,373934
2026-06-16,1473.82,1483.36,1453.66,1460.24,189982
2026-06-17,1461.31,1480.92,1458.2,1476.78,411697
2026-06-18,1476.7,1485.89,1454.5,1461.66,159463
2026-06-19,1461.71,1480.92,1452.32,1467.99,310353
2026-06-22,1466.9,1486.65,1460.05,1478.55,257745
2026-06-23,1479.52,1497.61,1467.27,1482.86,103194
2026-06-24,1480.27,1496.31,1468.84,1483.0,86035
2026-06-25,1482.44,1502.15,1476.65,1495.55,276728
2026-06-26,1495.54,1508.49,1485.67,1493.92,128502
2026-06-29,1494.11,1503.21,1482.48,1489.65,241886
2026-06-30,1492.34,1499.58,1488.14,1493.35,266095
2026-07-01,1494.29,1513.72,1485.67,1504.28,198985
2026-07-02,1505.1,1517.64,1500.35,1510.57,418012
2026-07-03,1512.62,1524.46,1505.96,1514.71,142360
2026-07-06,1513.8,1527.58,1502.6,1516.0,161986
2026-07-07,1517.42,1534.69,1509.39,1525.82,331519
2026-07-08,1523.12,1538.4,1516.95,1531.07,222763
2026-07-09,1532.79,1538.19,1521.18,1525.82,258669
2026-07-10,1525.6,1537.43,1489.7,1498.16,246391
2026-07-13,1496.08,1513.63,1491.45,1506.62,204637
2026-07-14,1506.26,1514.33,1495.21,1500.83,213267
2026-07-15,1498.76,1505.86,1495.26,1501.33,290610
2026-07-16,1499.82,1509.22,1484.17,1491.18,185923
2026-07-17,1490.76,1503.15,1485.31,1497.12,228149
2026-07-20,1497.36,1548.68,1487.73,1538.22,194984
2026-07-21,1538.18,1550.66,1519.6,1527.38,274433
2026-07-22,1528.3,1588.17,1518.89,1576.27,115289
2026-07-23,1578.61,1587.13,1525.54,1531.52,268663
2026-07-24,1535.17,1547.81,1522.76,1534.3,414348
2026-07-27,1533.61,1558.7,1521.04,1542.67,375932
2026-07-28,1544.25,1554.85,1515.68,1524.07,222982
2026-07-29,1525.28,1537.01,1487.2,1494.33,295740
2026-07-30,1495.16,1501.4,1472.64,1477.22,197975
2026-07-31,1478.9,1554.76,1464.42,1538.82,210651
2026-08-03,1539.33,1556.42,1528.56,1544.78,313848
2026-08-04,1543.25,1591.69,1537.97,1583.6,248537
2026-08-05,1581.91,1590.64,1546.66,1553.1,123293
2026-08-06,1555.3,1565.55,1511.61,1520.11,278850
2026-08-07,1521.08,1532.74,1501.56,1512.89,165741
